source,author,title,description,content,url,publishedAt,raw_text,cleaned_text,word_count,sentiment
Thefly.com,,"Hershey price target lowered by $9 at Morgan Stanley, here's why","See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",https://thefly.com/permalinks/entry.php/id4227073/HSY-Hershey-price-target-lowered-by--at-Morgan-Stanley-heres-why,2025-10-31T13:29:54Z,"Hershey price target lowered by $9 at Morgan Stanley, here's why See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor… Earnings calls, analyst events, roadshows and more",hershey price target lowered morgan stanley see rest story thefly com provides latest financial news breaks known leader market intelligence fly real time streaming news feed keeps individual investors professional money managers active traders corpor earnings calls analyst events roadshows,40,positive
Thefly.com,,"AbbVie sees Q4 adjusted EPS $3.32-$3.36, consensus $3.34","See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",https://thefly.com/permalinks/entry.php/id4227072/ABBV-AbbVie-sees-Q-adjusted-EPS--consensus-,2025-10-31T13:29:49Z,"AbbVie sees Q4 adjusted EPS $3.32-$3.36, consensus $3.34 See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor… Earnings calls, analyst events, roadshows and more",abbvie sees q adjusted eps consensus see rest story thefly com provides latest financial news breaks known leader market intelligence fly real time streaming news feed keeps individual investors professional money managers active traders corpor earnings calls analyst events roadshows,40,positive
Thefly.com,,"KLA Corp. price target raised by $400 at Argus, here's why","See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",https://thefly.com/permalinks/entry.php/id4227071/KLAC-KLA-Corp-price-target-raised-by--at-Argus-heres-why,2025-10-31T13:29:48Z,"KLA Corp. price target raised by $400 at Argus, here's why See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor… Earnings calls, analyst events, roadshows and more",kla corp price target raised argus see rest story thefly com provides latest financial news breaks known leader market intelligence fly real time streaming news feed keeps individual investors professional money managers active traders corpor earnings calls analyst events roadshows,40,positive
Thefly.com,,"Cloudflare price target raised by $25 at Scotiabank, here's why","See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",https://thefly.com/permalinks/entry.php/id4227070/NET-Cloudflare-price-target-raised-by--at-Scotiabank-heres-why,2025-10-31T13:29:27Z,"Cloudflare price target raised by $25 at Scotiabank, here's why See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor… Earnings calls, analyst events, roadshows and more",cloudflare price target raised scotiabank see rest story thefly com provides latest financial news breaks known leader market intelligence fly real time streaming news feed keeps individual investors professional money managers active traders corpor earnings calls analyst events roadshows,39,positive
Thefly.com,,"Roblox price target raised by $25 at Goldman Sachs, here's why","See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",https://thefly.com/permalinks/entry.php/id4227069/RBLX-Roblox-price-target-raised-by--at-Goldman-Sachs-heres-why,2025-10-31T13:29:16Z,"Roblox price target raised by $25 at Goldman Sachs, here's why See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor… Earnings calls, analyst events, roadshows and more",roblox price target raised goldman sachs see rest story thefly com provides latest financial news breaks known leader market intelligence fly real time streaming news feed keeps individual investors professional money managers active traders corpor earnings calls analyst events roadshows,40,positive
Thefly.com,,"AbbVie sees FY25 revenue ~$60.9B, consensus $60.66B","See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",https://thefly.com/permalinks/entry.php/id4227068/ABBV-AbbVie-sees-FY-revenue-B-consensus-B,2025-10-31T13:28:20Z,"AbbVie sees FY25 revenue ~$60.9B, consensus $60.66B See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor… Earnings calls, analyst events, roadshows and more",abbvie sees fy revenue b consensus b see rest story thefly com provides latest financial news breaks known leader market intelligence fly real time streaming news feed keeps individual investors professional money managers active traders corpor earnings calls analyst events roadshows,41,positive
Thefly.com,,"Apple price target raised by $45 at Argus, here's why","See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",https://thefly.com/permalinks/entry.php/id4227067/AAPL-Apple-price-target-raised-by--at-Argus-heres-why,2025-10-31T13:28:11Z,"Apple price target raised by $45 at Argus, here's why See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor… Earnings calls, analyst events, roadshows and more",apple price target raised argus see rest story thefly com provides latest financial news breaks known leader market intelligence fly real time streaming news feed keeps individual investors professional money managers active traders corpor earnings calls analyst events roadshows,39,positive
Thefly.com,,Ryan Specialty price target lowered by $8 at Goldman Sachs,"See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",https://thefly.com/permalinks/entry.php/id4227066/RYAN-Ryan-Specialty-price-target-lowered-by--at-Goldman-Sachs,2025-10-31T13:28:08Z,"Ryan Specialty price target lowered by $8 at Goldman Sachs See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor… Earnings calls, analyst events, roadshows and more",ryan specialty price target lowered goldman sachs see rest story thefly com provides latest financial news breaks known leader market intelligence fly real time streaming news feed keeps individual investors professional money managers active traders corpor earnings calls analyst events roadshows,41,positive
Gossiplankanews.com,noreply@blogger.com (Unknown),President Warns Police Over Drug Links: “Leave Immediately or Be Removed”,"Colombo, October 31 — President Anura Kumara Dissanayake has issued an uncompromising warning to Police officers allegedly involved in drug trafficking networks, demanding that they withdraw immediately or face severe disciplinary action.Speaking at the launc…","Colombo, October 31 — President Anura Kumara Dissanayake has issued an uncompromising warning to Police officers allegedly involved in drug trafficking networks, demanding that they withdraw immediat… [+2359 chars]",https://english.gossiplankanews.com/2025/10/president-warns-police-over-drug-links.html,2025-10-31T13:28:00Z,"President Warns Police Over Drug Links: “Leave Immediately or Be Removed” Colombo, October 31 — President Anura Kumara Dissanayake has issued an uncompromising warning to Police officers allegedly involved in drug trafficking networks, demanding that they withdraw immediately or face severe disciplinary action.Speaking at the launc… Colombo, October 31 — President Anura Kumara Dissanayake has issued an uncompromising warning to Police officers allegedly involved in drug trafficking networks, demanding that they withdraw immediat… [+2359 chars]",president warns police drug links leave immediately removed colombo october president anura kumara dissanayake issued uncompromising warning police officers allegedly involved drug trafficking networks demanding withdraw immediately face severe disciplinary action speaking launc colombo october president anura kumara dissanayake issued uncompromising warning police officers allegedly involved drug trafficking networks demanding withdraw immediat chars,53,neutral
Thefly.com,,"Centene price target raised by $4 at TD Cowen, here's why","See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",https://thefly.com/permalinks/entry.php/id4227065/CNC-Centene-price-target-raised-by--at-TD-Cowen-heres-why,2025-10-31T13:27:48Z,"Centene price target raised by $4 at TD Cowen, here's why See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor… Earnings calls, analyst events, roadshows and more",centene price target raised td cowen see rest story thefly com provides latest financial news breaks known leader market intelligence fly real time streaming news feed keeps individual investors professional money managers active traders corpor earnings calls analyst events roadshows,40,positive
Thefly.com,,"Applied Materials price target raised by $47 at Morgan Stanley, here's why","See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",https://thefly.com/permalinks/entry.php/id4227064/AMAT-Applied-Materials-price-target-raised-by--at-Morgan-Stanley-heres-why,2025-10-31T13:27:34Z,"Applied Materials price target raised by $47 at Morgan Stanley, here's why See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor… Earnings calls, analyst events, roadshows and more",applied materials price target raised morgan stanley see rest story thefly com provides latest financial news breaks known leader market intelligence fly real time streaming news feed keeps individual investors professional money managers active traders corpor earnings calls analyst events roadshows,41,positive
Thefly.com,,Carbon Revolution secures $5M funding from OIC,"See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",https://thefly.com/permalinks/entry.php/id4227063/CREV-Carbon-Revolution-secures-M-funding-from-OIC,2025-10-31T13:27:27Z,"Carbon Revolution secures $5M funding from OIC See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor… Earnings calls, analyst events, roadshows and more",carbon revolution secures funding oic see rest story thefly com provides latest financial news breaks known leader market intelligence fly real time streaming news feed keeps individual investors professional money managers active traders corpor earnings calls analyst events roadshows,39,positive
Thefly.com,,"Calix price target raised by $7 at Craig-Hallum, here's why","See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",https://thefly.com/permalinks/entry.php/id4227062/CALX-Calix-price-target-raised-by--at-CraigHallum-heres-why,2025-10-31T13:27:26Z,"Calix price target raised by $7 at Craig-Hallum, here's why See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor… Earnings calls, analyst events, roadshows and more",calix price target raised craig hallum see rest story thefly com provides latest financial news breaks known leader market intelligence fly real time streaming news feed keeps individual investors professional money managers active traders corpor earnings calls analyst events roadshows,40,positive
Thefly.com,,"Illumina price target raised by $5 at TD Cowen, here's why","See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",https://thefly.com/permalinks/entry.php/id4227061/ILMN-Illumina-price-target-raised-by--at-TD-Cowen-heres-why,2025-10-31T13:26:54Z,"Illumina price target raised by $5 at TD Cowen, here's why See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor… Earnings calls, analyst events, roadshows and more",illumina price target raised td cowen see rest story thefly com provides latest financial news breaks known leader market intelligence fly real time streaming news feed keeps individual investors professional money managers active traders corpor earnings calls analyst events roadshows,40,positive
Thefly.com,,"Nuvalent price target raised by $15 at Goldman Sachs, here's why","See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",https://thefly.com/permalinks/entry.php/id4227060/NUVL-Nuvalent-price-target-raised-by--at-Goldman-Sachs-heres-why,2025-10-31T13:26:39Z,"Nuvalent price target raised by $15 at Goldman Sachs, here's why See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor… Earnings calls, analyst events, roadshows and more",nuvalent price target raised goldman sachs see rest story thefly com provides latest financial news breaks known leader market intelligence fly real time streaming news feed keeps individual investors professional money managers active traders corpor earnings calls analyst events roadshows,40,positive
Thefly.com,,"Restaurant Brands price target raised by $1 at Scotiabank, here's why","See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",https://thefly.com/permalinks/entry.php/id4227059/QSR-Restaurant-Brands-price-target-raised-by--at-Scotiabank-heres-why,2025-10-31T13:26:34Z,"Restaurant Brands price target raised by $1 at Scotiabank, here's why See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor… Earnings calls, analyst events, roadshows and more",restaurant brands price target raised scotiabank see rest story thefly com provides latest financial news breaks known leader market intelligence fly real time streaming news feed keeps individual investors professional money managers active traders corpor earnings calls analyst events roadshows,40,positive
Thefly.com,,"Phathom Pharmaceuticals price target raised by $5 at Craig-Hallum, here's why","See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",https://thefly.com/permalinks/entry.php/id4227058/PHAT-Phathom-Pharmaceuticals-price-target-raised-by--at-CraigHallum-heres-why,2025-10-31T13:26:26Z,"Phathom Pharmaceuticals price target raised by $5 at Craig-Hallum, here's why See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor… Earnings calls, analyst events, roadshows and more",phathom pharmaceuticals price target raised craig hallum see rest story thefly com provides latest financial news breaks known leader market intelligence fly real time streaming news feed keeps individual investors professional money managers active traders corpor earnings calls analyst events roadshows,41,positive
Thefly.com,,Baxter cut to Hold at Argus on dividend cut,"See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",https://thefly.com/permalinks/entry.php/id4227056/BAX-Baxter-cut-to-Hold-at-Argus-on-dividend-cut,2025-10-31T13:26:03Z,"Baxter cut to Hold at Argus on dividend cut See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor… Earnings calls, analyst events, roadshows and more",baxter cut hold argus dividend cut see rest story thefly com provides latest financial news breaks known leader market intelligence fly real time streaming news feed keeps individual investors professional money managers active traders corpor earnings calls analyst events roadshows,40,positive
Thefly.com,,"Nvidia price target raised by $30 at Goldman Sachs, here's why","See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",https://thefly.com/permalinks/entry.php/id4227057/NVDA-Nvidia-price-target-raised-by--at-Goldman-Sachs-heres-why,2025-10-31T13:26:03Z,"Nvidia price target raised by $30 at Goldman Sachs, here's why See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor… Earnings calls, analyst events, roadshows and more",nvidia price target raised goldman sachs see rest story thefly com provides latest financial news breaks known leader market intelligence fly real time streaming news feed keeps individual investors professional money managers active traders corpor earnings calls analyst events roadshows,40,positive
Thefly.com,,TD downgrades Allied Properties on expected distribution cut,"See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",https://thefly.com/permalinks/entry.php/id4227055/APYRF-TD-downgrades-Allied-Properties-on-expected-distribution-cut,2025-10-31T13:25:40Z,"TD downgrades Allied Properties on expected distribution cut See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor… Earnings calls, analyst events, roadshows and more",td downgrades allied properties expected distribution cut see rest story thefly com provides latest financial news breaks known leader market intelligence fly real time streaming news feed keeps individual investors professional money managers active traders corpor earnings calls analyst events roadshows,41,positive
